VN-016.png,VN252,15:35,17:45,https://www.senbay.vn/flight/detail.aspx?sessionId=184891656&outbound=VN252_2575,"1,769,000đ",,,,,,,,,,,,,
VN-017.png,VN216,16:00,18:15,https://www.senbay.vn/flight/detail.aspx?sessionId=184891656&outbound=VN216_2575,"1,769,000đ",,,,,,,,,,,,,
VN-018.png,VN254,17:00,19:15,https://www.senbay.vn/flight/detail.aspx?sessionId=184891656&outbound=VN254_2575,"1,769,000đ",,,,,,,,,,,,,
VN-019.png,VN258,19:00,21:15,https://www.senbay.vn/flight/detail.aspx?sessionId=184891656&outbound=VN258_2575,"1,769,000đ",,,,,,,,,,,,,
VN-020.png,VN214,14:00,16:15,https://www.senbay.vn/flight/detail.aspx?sessionId=184891656&outbound=VN214_2780,"1,959,000đ",,,,,,,,,,,,,
VN-021.png,VN218,18:00,20:15,https://www.senbay.vn/flight/detail.aspx?sessionId=184891656&outbound=VN218_2780,"1,959,000đ",,,,,,,,,,,,,
VN-022.png,VN248,13:00,15:15,https://www.senbay.vn/flight/detail.aspx?sessionId=184891656&outbound=VN248_2995,"2,159,000đ",,,,,,,,,,,,,
VN-023.png,VN264,17:35,19:45,https://www.senbay.vn/flight/detail.aspx?sessionId=184891656&outbound=VN264_2995,"2,159,000đ",,,,,,,,,,,,,
VN-024.png,VN250,15:00,17:15,https://www.senbay.vn/flight/detail.aspx?sessionId=184891656&outbound=VN250_3220,"2,369,000đ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
